call_count,is_exported,used_in_tests,dynamic_call_risk,cyclomatic_complexity,file_depth,dead_code_probability,label
6,0,1,0.14,1,7,0.115,0
0,0,0,0.16,4,5,0.881,1
9,1,1,0.19,2,8,0.157,0
4,0,1,0.08,3,1,0.161,0
0,0,0,0.23,14,5,0.723,1
0,0,0,0.24,12,2,0.771,1
0,0,0,0.26,8,6,0.857,1
6,0,1,0.63,6,9,0.192,0
3,0,1,0.22,3,7,0.205,0
0,0,0,0.31,1,7,0.939,1
5,0,1,0.19,2,5,0.117,0
3,1,1,0.15,12,3,0.123,0
0,0,0,0.27,7,7,0.796,1
8,0,1,0.5,8,7,0.286,0
0,0,0,0.47,8,8,0.822,1
0,0,0,0.05,3,9,0.734,1
4,1,1,0.12,8,8,0.059,0
0,0,0,0.09,10,4,0.818,1
7,0,1,0.66,13,1,0.139,0
0,0,0,0.3,4,4,0.878,1
2,1,1,0.49,2,3,0.262,0
0,0,0,0.18,4,2,0.841,1
0,0,0,0.46,12,8,0.891,1
6,0,1,0.26,10,8,0.264,0
10,0,1,0.46,11,9,0.103,0
7,0,1,0.42,10,7,0.164,0
10,0,1,0.5,14,6,0.294,0
0,0,0,0.15,6,7,0.834,1
0,0,0,0.64,3,3,0.915,1
0,0,0,0.09,13,4,0.758,1
0,0,0,0.37,7,4,0.788,1
0,0,0,0.16,11,6,0.701,1
0,0,0,0.08,5,5,0.957,1
6,0,1,0.28,14,8,0.088,0
0,0,0,0.35,9,5,0.923,1
0,0,0,0.34,1,9,0.809,1
0,0,0,0.11,7,3,0.892,1
5,0,1,0.26,7,9,0.022,0
0,0,0,0.24,13,9,0.787,1
0,0,0,0.17,5,4,0.735,1
10,1,1,0.37,7,2,0.288,0
0,0,0,0.41,12,3,0.879,1
0,0,0,0.58,5,2,0.845,1
0,0,0,0.05,7,2,0.747,1
3,1,1,0.11,14,7,0.059,0
0,0,0,0.28,4,1,0.769,1
0,0,0,0.2,5,5,0.845,1
0,0,0,0.14,8,2,0.814,1
0,0,0,0.41,2,1,0.92,1
4,0,1,0.18,10,9,0.271,0
0,0,0,0.07,7,6,0.902,1
0,0,0,0.46,9,8,0.766,1
2,0,1,0.25,9,8,0.276,0
0,0,0,0.62,4,5,0.922,1
0,0,0,0.3,4,7,0.921,1
0,0,0,0.12,1,1,0.856,1
9,0,1,0.42,1,2,0.195,0
0,0,0,0.41,5,1,0.932,1
0,0,0,0.2,14,5,0.847,1
4,0,1,0.16,8,3,0.276,0
4,0,1,0.47,6,6,0.058,0
0,0,0,0.09,5,4,0.715,1
5,0,1,0.14,1,1,0.157,0
7,0,1,0.13,8,6,0.08,0
2,0,1,0.31,11,7,0.234,0
0,0,0,0.27,7,6,0.906,1
0,0,0,0.34,2,3,0.842,1
0,0,0,0.3,5,6,0.831,1
5,0,1,0.08,8,6,0.285,0
3,1,1,0.38,3,7,0.091,0
5,0,1,0.19,13,2,0.109,0
6,0,1,0.34,4,2,0.177,0
0,0,0,0.42,5,9,0.936,1
0,0,0,0.13,4,4,0.881,1
9,1,1,0.18,11,5,0.052,0
0,0,0,0.06,3,2,0.74,1
4,0,1,0.6,6,7,0.038,0
0,0,0,0.21,2,1,0.927,1
4,0,1,0.32,9,2,0.072,0
0,0,0,0.28,13,7,0.733,1
8,1,1,0.4,2,9,0.289,0
9,0,1,0.32,8,9,0.287,0
0,0,0,0.21,9,3,0.955,1
0,0,0,0.14,1,6,0.703,1
9,0,1,0.34,12,2,0.276,0
10,1,1,0.34,6,9,0.058,0
10,0,1,0.35,6,6,0.081,0
4,0,1,0.25,10,2,0.136,0
0,0,0,0.39,11,2,0.897,1
0,0,0,0.15,9,7,0.727,1
0,0,0,0.25,5,2,0.922,1
4,0,1,0.18,5,2,0.043,0
9,1,1,0.52,13,3,0.233,0
7,0,1,0.51,8,1,0.066,0
9,0,1,0.34,2,8,0.179,0
6,0,1,0.17,10,9,0.094,0
0,0,0,0.47,7,2,0.874,1
7,1,1,0.12,2,6,0.071,0
0,0,0,0.23,12,7,0.964,1
9,0,1,0.43,12,2,0.025,0
0,0,0,0.05,2,7,0.733,1
8,0,1,0.06,3,8,0.098,0
4,0,1,0.32,7,1,0.061,0
10,0,1,0.04,14,5,0.18,0
0,0,0,0.19,3,1,0.865,1
7,1,1,0.15,9,5,0.15,0
9,0,1,0.63,3,3,0.173,0
0,0,0,0.29,11,7,0.709,1
2,0,1,0.2,1,5,0.135,0
10,1,1,0.26,10,6,0.167,0
5,0,1,0.55,13,2,0.102,0
0,0,0,0.1,14,6,0.934,1
7,1,1,0.32,1,3,0.209,0
0,0,0,0.26,14,3,0.804,1
0,0,0,0.19,1,2,0.907,1
0,0,0,0.09,10,4,0.72,1
0,0,0,0.2,8,5,0.954,1
0,0,0,0.23,12,4,0.897,1
0,0,0,0.18,9,1,0.765,1
2,0,1,0.06,1,9,0.089,0
4,1,1,0.24,2,1,0.17,0
0,0,0,0.35,10,5,0.744,1
2,0,1,0.38,1,1,0.134,0
0,0,0,0.56,12,1,0.836,1
0,0,0,0.65,1,4,0.776,1
8,0,1,0.68,14,1,0.129,0
0,0,0,0.35,2,6,0.84,1
0,0,0,0.21,7,6,0.847,1
7,0,1,0.27,13,9,0.133,0
0,0,0,0.06,8,7,0.969,1
0,0,0,0.46,11,6,0.84,1
3,0,1,0.28,7,1,0.061,0
10,0,1,0.26,4,1,0.263,0
0,0,0,0.49,1,7,0.822,1
9,0,1,0.05,6,2,0.193,0
0,0,0,0.6,11,9,0.84,1
0,0,0,0.76,10,9,0.946,1
0,0,0,0.28,13,3,0.703,1
0,0,0,0.12,5,9,0.941,1
7,0,1,0.19,2,5,0.043,0
0,0,0,0.36,14,2,0.805,1
8,0,1,0.43,1,4,0.135,0
10,0,1,0.11,8,7,0.153,0
5,1,1,0.24,2,6,0.148,0
0,0,0,0.44,4,9,0.889,1
0,0,0,0.13,2,2,0.894,1
0,0,0,0.26,10,3,0.806,1
0,0,0,0.05,7,7,0.842,1
7,0,1,0.13,3,8,0.269,0
10,0,1,0.4,2,3,0.139,0
7,1,1,0.36,13,1,0.057,0
6,1,1,0.14,5,8,0.235,0
0,0,0,0.14,11,8,0.762,1
6,0,1,0.2,6,8,0.153,0
0,0,0,0.34,1,6,0.835,1
7,0,1,0.09,14,9,0.212,0
10,1,1,0.19,5,9,0.129,0
10,1,1,0.19,12,9,0.153,0
2,1,1,0.1,12,1,0.096,0
0,0,0,0.15,14,5,0.874,1
0,0,0,0.46,12,7,0.777,1
0,0,0,0.42,7,8,0.712,1
8,1,1,0.12,14,8,0.199,0
2,0,1,0.24,6,6,0.209,0
0,0,0,0.2,11,5,0.754,1
5,0,1,0.76,6,9,0.026,0
8,0,1,0.32,12,5,0.031,0
2,0,1,0.56,9,9,0.134,0
0,0,0,0.61,8,9,0.887,1
0,0,0,0.38,5,7,0.72,1
0,0,0,0.21,10,1,0.954,1
0,0,0,0.16,3,8,0.935,1
0,0,0,0.32,13,9,0.912,1
0,0,0,0.34,1,4,0.905,1
6,0,1,0.4,1,7,0.157,0
0,0,0,0.14,6,6,0.911,1
0,0,0,0.13,9,6,0.741,1
5,0,1,0.21,13,6,0.166,0
0,0,0,0.29,9,6,0.802,1
0,0,0,0.05,1,5,0.821,1
5,0,1,0.24,4,3,0.234,0
7,0,1,0.15,3,7,0.045,0
0,0,0,0.1,3,3,0.715,1
0,0,0,0.51,3,6,0.719,1
3,0,1,0.11,10,6,0.023,0
0,0,0,0.51,11,7,0.866,1
0,0,0,0.6,3,1,0.977,1
7,0,1,0.15,4,1,0.178,0
0,0,0,0.18,1,5,0.914,1
9,0,1,0.28,1,3,0.168,0
9,0,1,0.16,3,3,0.136,0
2,1,1,0.37,9,1,0.3,0
10,0,1,0.19,12,6,0.126,0
3,0,1,0.26,14,6,0.167,0
9,0,1,0.05,10,6,0.213,0
0,0,0,0.12,13,2,0.853,1
6,1,1,0.21,10,6,0.217,0
10,0,1,0.12,2,7,0.272,0
5,0,1,0.24,8,5,0.03,0
0,0,0,0.3,6,2,0.798,1
0,0,0,0.29,3,5,0.926,1
0,0,0,0.42,3,6,0.709,1
8,0,1,0.17,4,3,0.228,0
0,0,0,0.21,2,3,0.733,1
0,0,0,0.12,9,6,0.79,1
3,0,1,0.24,7,5,0.296,0
3,0,1,0.22,10,9,0.095,0
7,1,1,0.43,14,8,0.276,0
0,0,0,0.16,9,5,0.824,1
0,0,0,0.14,3,4,0.705,1
10,0,1,0.23,2,4,0.12,0
0,0,0,0.32,14,1,0.905,1
0,0,0,0.11,7,4,0.738,1
0,0,0,0.45,7,1,0.753,1
0,0,0,0.15,13,8,0.906,1
0,0,0,0.3,5,6,0.838,1
7,1,1,0.61,5,4,0.036,0
7,0,1,0.11,9,4,0.032,0
0,0,0,0.44,10,2,0.971,1
7,0,1,0.14,3,8,0.147,0
5,1,1,0.08,9,9,0.241,0
0,0,0,0.4,9,5,0.767,1
0,0,0,0.38,6,5,0.726,1
0,0,0,0.29,12,4,0.958,1
2,0,1,0.48,14,1,0.188,0
0,0,0,0.57,9,9,0.919,1
0,0,0,0.05,8,8,0.852,1
4,0,1,0.21,9,4,0.231,0
0,0,0,0.32,1,3,0.712,1
0,0,0,0.4,8,2,0.752,1
0,0,0,0.25,13,2,0.923,1
0,0,0,0.38,6,5,0.753,1
0,0,0,0.2,5,6,0.905,1
2,1,1,0.16,10,9,0.06,0
0,0,0,0.33,7,1,0.799,1
7,0,1,0.59,2,3,0.248,0
2,0,1,0.39,5,7,0.245,0
0,0,0,0.14,2,2,0.924,1
9,0,1,0.15,11,8,0.086,0
9,0,1,0.48,7,5,0.146,0
2,0,1,0.51,1,6,0.262,0
3,0,1,0.18,13,7,0.033,0
0,0,0,0.3,4,1,0.841,1
2,0,1,0.5,10,9,0.176,0
8,0,1,0.1,12,7,0.179,0
0,0,0,0.53,13,2,0.882,1
0,0,0,0.44,2,7,0.886,1
0,0,0,0.58,3,2,0.881,1
0,0,0,0.31,1,8,0.943,1
0,0,0,0.19,12,9,0.799,1
0,0,0,0.23,2,4,0.797,1
0,0,0,0.31,4,2,0.712,1
3,0,1,0.15,14,7,0.211,0
6,0,1,0.23,11,3,0.067,0
0,0,0,0.16,6,4,0.955,1
4,0,1,0.34,12,8,0.204,0
2,1,1,0.18,3,5,0.269,0
9,0,1,0.23,9,9,0.03,0
10,0,1,0.16,2,6,0.096,0
8,0,1,0.23,10,3,0.226,0
0,0,0,0.23,9,9,0.822,1
8,0,1,0.13,8,3,0.289,0
0,0,0,0.15,6,9,0.745,1
0,0,0,0.13,7,2,0.931,1
0,0,0,0.18,2,8,0.86,1
3,0,1,0.45,2,5,0.042,0
0,0,0,0.29,4,5,0.927,1
0,0,0,0.23,4,9,0.759,1
0,0,0,0.13,7,3,0.75,1
5,0,1,0.29,7,4,0.061,0
8,0,1,0.32,13,9,0.087,0
0,0,0,0.34,5,2,0.828,1
0,0,0,0.22,5,9,0.762,1
0,0,0,0.6,3,4,0.782,1
0,0,0,0.21,8,9,0.716,1
0,0,0,0.19,5,8,0.94,1
0,0,0,0.42,2,7,0.762,1
3,0,1,0.05,2,5,0.024,0
6,0,1,0.22,1,6,0.026,0
0,0,0,0.16,1,8,0.914,1
0,0,0,0.5,8,5,0.96,1
0,0,0,0.06,5,6,0.792,1
0,0,0,0.41,1,2,0.971,1
10,0,1,0.21,12,9,0.038,0
8,1,1,0.25,8,1,0.241,0
10,0,1,0.28,6,7,0.214,0
0,0,0,0.28,10,7,0.912,1
0,0,0,0.29,2,8,0.931,1
0,0,0,0.32,1,5,0.805,1
0,0,0,0.02,7,5,0.8,1
0,0,0,0.09,6,9,0.964,1
5,0,1,0.55,11,3,0.18,0
5,0,1,0.2,5,9,0.254,0
7,0,1,0.46,6,1,0.146,0
4,0,1,0.21,3,4,0.041,0
10,0,1,0.4,8,8,0.296,0
3,0,1,0.61,2,2,0.255,0
0,0,0,0.49,9,8,0.945,1
0,0,0,0.11,14,1,0.89,1
0,0,0,0.35,6,6,0.895,1
0,0,0,0.25,13,5,0.705,1
0,0,0,0.55,10,2,0.766,1
2,0,1,0.45,7,2,0.146,0
5,0,1,0.06,13,1,0.253,0
9,0,1,0.54,12,6,0.199,0
0,0,0,0.16,8,6,0.809,1
2,0,1,0.25,9,7,0.234,0
5,1,1,0.37,7,1,0.219,0
6,1,1,0.16,7,4,0.1,0
6,1,1,0.57,6,4,0.21,0
9,1,1,0.52,13,9,0.177,0
0,0,0,0.18,1,1,0.835,1
0,0,0,0.33,14,4,0.723,1
0,0,0,0.27,5,3,0.867,1
9,0,1,0.22,5,6,0.103,0
5,0,1,0.43,2,6,0.162,0
0,0,0,0.26,11,4,0.806,1
0,0,0,0.28,13,2,0.888,1
0,0,0,0.08,14,4,0.95,1
0,0,0,0.06,13,4,0.729,1
6,0,1,0.23,13,4,0.042,0
7,0,1,0.14,14,5,0.182,0
7,0,1,0.12,7,2,0.038,0
0,0,0,0.44,6,9,0.773,1
5,0,1,0.2,12,5,0.069,0
0,0,0,0.21,7,6,0.718,1
0,0,0,0.69,12,4,0.765,1
8,0,1,0.25,5,6,0.27,0
8,0,1,0.18,6,3,0.113,0
0,0,0,0.44,8,8,0.794,1
0,0,0,0.09,2,6,0.952,1
0,0,0,0.46,3,5,0.858,1
2,0,1,0.28,3,3,0.16,0
4,1,1,0.14,11,7,0.044,0
4,0,1,0.08,9,3,0.052,0
10,0,1,0.38,9,5,0.192,0
0,0,0,0.14,11,2,0.771,1
0,0,0,0.17,2,8,0.892,1
0,0,0,0.22,14,7,0.918,1
0,0,0,0.21,3,3,0.9,1
0,0,0,0.78,13,7,0.807,1
10,1,1,0.24,3,8,0.235,0
8,0,1,0.22,5,3,0.11,0
9,1,1,0.15,1,4,0.268,0
0,0,0,0.07,5,3,0.865,1
5,0,1,0.27,3,4,0.106,0
2,0,1,0.28,3,4,0.223,0
4,0,1,0.44,7,6,0.097,0
2,0,1,0.5,1,7,0.152,0
0,0,0,0.42,10,1,0.822,1
0,0,0,0.47,9,7,0.814,1
0,0,0,0.43,5,3,0.976,1
2,0,1,0.28,7,8,0.175,0
0,0,0,0.21,1,9,0.831,1
0,0,0,0.46,11,3,0.725,1
7,0,1,0.48,10,3,0.241,0
10,0,1,0.23,2,7,0.022,0
2,0,1,0.28,14,4,0.166,0
5,1,1,0.35,11,1,0.226,0
0,0,0,0.46,7,7,0.903,1
2,0,1,0.37,14,5,0.239,0
6,0,1,0.03,1,4,0.174,0
3,1,1,0.19,9,4,0.285,0
6,0,1,0.1,1,6,0.14,0
0,0,0,0.05,5,7,0.735,1
10,0,1,0.13,9,1,0.273,0
8,0,1,0.37,11,2,0.136,0
8,0,1,0.16,6,3,0.252,0
7,0,1,0.28,7,7,0.219,0
9,0,1,0.13,3,7,0.272,0
5,1,1,0.06,3,8,0.11,0
0,0,0,0.09,6,7,0.737,1
2,0,1,0.23,2,4,0.262,0
5,0,1,0.42,4,2,0.254,0
6,0,1,0.18,6,4,0.176,0
5,0,1,0.09,1,6,0.125,0
5,0,1,0.33,12,7,0.103,0
0,0,0,0.12,9,1,0.74,1
2,0,1,0.1,4,5,0.116,0
4,0,1,0.55,8,4,0.157,0
4,1,1,0.32,3,8,0.19,0
2,0,1,0.23,2,6,0.221,0
7,1,1,0.3,14,7,0.154,0
0,0,0,0.43,5,4,0.969,1
0,0,0,0.29,1,4,0.785,1
4,0,1,0.19,5,7,0.244,0
0,0,0,0.25,7,1,0.897,1
0,0,0,0.38,5,4,0.936,1
0,0,0,0.21,7,9,0.723,1
0,0,0,0.4,1,4,0.857,1
0,0,0,0.44,2,9,0.865,1
0,0,0,0.13,8,1,0.858,1
0,0,0,0.64,7,8,0.823,1
0,0,0,0.08,13,7,0.903,1
0,0,0,0.05,14,3,0.888,1
9,1,1,0.2,9,7,0.241,0
6,0,1,0.33,11,2,0.144,0
2,0,1,0.13,9,3,0.232,0
0,0,0,0.36,3,2,0.893,1
5,1,1,0.31,8,6,0.097,0
0,0,0,0.28,12,2,0.779,1
0,0,0,0.21,10,7,0.904,1
2,1,1,0.16,1,7,0.205,0
5,1,1,0.59,3,9,0.293,0
0,0,0,0.48,14,9,0.908,1
5,0,1,0.1,13,1,0.021,0
0,0,0,0.03,4,2,0.88,1
0,0,0,0.27,2,8,0.95,1
3,1,1,0.28,7,8,0.064,0
0,0,0,0.7,3,7,0.766,1
3,1,1,0.77,6,8,0.141,0
0,0,0,0.44,14,5,0.706,1
0,0,0,0.19,11,6,0.905,1
5,0,1,0.29,7,9,0.137,0
9,0,1,0.73,13,5,0.034,0
6,0,1,0.24,9,7,0.104,0
0,0,0,0.37,13,4,0.84,1
9,0,1,0.58,3,8,0.073,0
5,0,1,0.28,14,5,0.023,0
4,1,1,0.16,12,5,0.024,0
0,0,0,0.13,9,4,0.767,1
6,0,1,0.42,3,4,0.247,0
7,0,1,0.22,2,3,0.124,0
0,0,0,0.59,12,2,0.933,1
0,0,0,0.12,6,6,0.792,1
0,0,0,0.11,13,9,0.931,1
0,0,0,0.4,7,8,0.873,1
5,0,1,0.45,9,3,0.044,0
0,0,0,0.38,1,5,0.894,1
0,0,0,0.39,4,1,0.862,1
4,0,1,0.2,8,7,0.173,0
8,0,1,0.41,7,4,0.087,0
0,0,0,0.37,8,3,0.807,1
7,0,1,0.09,13,2,0.244,0
0,0,0,0.27,14,3,0.805,1
10,1,1,0.42,5,8,0.238,0
0,0,0,0.12,14,2,0.898,1
7,0,1,0.52,5,4,0.164,0
0,0,0,0.02,14,4,0.96,1
7,0,1,0.3,12,4,0.186,0
4,1,1,0.19,7,6,0.219,0
0,0,0,0.37,9,4,0.783,1
4,0,1,0.47,12,4,0.062,0
0,0,0,0.49,6,5,0.825,1
2,0,1,0.48,5,2,0.167,0
0,0,0,0.38,3,3,0.716,1
0,0,0,0.64,14,8,0.751,1
3,1,1,0.11,11,8,0.174,0
3,0,1,0.52,10,2,0.03,0
6,1,1,0.16,7,1,0.15,0
0,0,0,0.36,2,6,0.823,1
6,0,1,0.17,8,2,0.1,0
0,0,0,0.2,10,6,0.742,1
8,1,1,0.31,2,4,0.073,0
8,1,1,0.03,9,7,0.284,0
0,0,0,0.12,1,9,0.832,1
4,0,1,0.44,1,9,0.074,0
0,0,0,0.21,7,6,0.715,1
3,0,1,0.06,2,4,0.089,0
8,1,1,0.31,9,4,0.236,0
0,0,0,0.04,7,5,0.953,1
7,0,1,0.57,9,7,0.25,0
0,0,0,0.31,3,6,0.834,1
6,1,1,0.1,8,3,0.087,0
0,0,0,0.39,10,1,0.857,1
2,0,1,0.32,2,1,0.116,0
10,0,1,0.39,7,3,0.071,0
0,0,0,0.55,12,5,0.803,1
0,0,0,0.13,13,3,0.726,1
7,0,1,0.1,11,2,0.095,0
0,0,0,0.04,2,5,0.968,1
3,0,1,0.56,3,5,0.183,0
0,0,0,0.04,7,8,0.729,1
0,0,0,0.35,1,1,0.875,1
0,0,0,0.54,7,8,0.913,1
2,0,1,0.27,12,3,0.228,0
0,0,0,0.14,1,9,0.951,1
7,0,1,0.31,9,8,0.116,0
3,0,1,0.13,13,6,0.026,0
6,1,1,0.34,11,8,0.146,0
0,0,0,0.29,5,8,0.881,1
0,0,0,0.22,7,8,0.772,1
4,0,1,0.1,10,8,0.021,0
8,0,1,0.13,3,2,0.193,0
0,0,0,0.4,5,7,0.872,1
3,1,1,0.05,10,1,0.144,0
8,1,1,0.03,9,7,0.066,0
0,0,0,0.32,12,4,0.842,1
0,0,0,0.34,6,7,0.843,1
0,0,0,0.18,13,2,0.732,1
7,0,1,0.32,8,5,0.281,0
0,0,0,0.28,14,5,0.739,1
0,0,0,0.29,6,4,0.897,1
2,0,1,0.47,9,6,0.272,0
0,0,0,0.05,2,5,0.907,1
9,0,1,0.23,3,9,0.15,0
9,0,1,0.39,8,2,0.05,0
5,0,1,0.07,13,4,0.117,0
0,0,0,0.23,6,6,0.815,1
5,0,1,0.67,13,8,0.071,0
2,1,1,0.17,11,8,0.107,0
10,0,1,0.15,12,2,0.062,0
5,0,1,0.24,7,3,0.186,0
2,1,1,0.34,5,9,0.193,0
0,0,0,0.61,6,3,0.915,1
0,0,0,0.22,4,4,0.746,1
0,0,0,0.23,9,3,0.84,1
2,0,1,0.21,6,3,0.232,0
4,1,1,0.21,2,9,0.115,0
5,0,1,0.49,14,6,0.163,0
7,0,1,0.35,8,7,0.051,0
9,0,1,0.05,5,9,0.164,0
4,1,1,0.16,9,2,0.141,0
0,0,0,0.47,3,2,0.83,1
9,1,1,0.26,2,9,0.264,0
7,0,1,0.42,6,8,0.086,0
9,0,1,0.32,14,9,0.273,0
0,0,0,0.26,10,3,0.785,1
0,0,0,0.41,1,4,0.797,1
9,0,1,0.15,11,4,0.123,0
10,0,1,0.62,5,1,0.067,0
10,0,1,0.08,11,4,0.142,0
0,0,0,0.23,2,2,0.878,1
4,1,1,0.69,1,6,0.122,0
0,0,0,0.48,4,4,0.715,1
3,1,1,0.16,8,6,0.297,0
9,0,1,0.3,14,8,0.262,0
9,0,1,0.6,6,2,0.297,0
0,0,0,0.34,3,3,0.822,1
9,0,1,0.06,2,2,0.258,0
7,0,1,0.33,12,8,0.237,0
0,0,0,0.12,3,6,0.809,1
0,0,0,0.34,9,2,0.876,1
2,0,1,0.27,1,1,0.287,0
0,0,0,0.37,4,9,0.796,1
5,0,1,0.37,10,3,0.049,0
8,0,1,0.45,4,2,0.291,0
0,0,0,0.54,9,7,0.882,1
4,0,1,0.11,3,5,0.097,0
0,0,0,0.21,3,5,0.913,1
0,0,0,0.31,7,2,0.792,1
0,0,0,0.27,3,2,0.908,1
0,0,0,0.35,14,1,0.751,1
0,0,0,0.27,9,8,0.759,1
8,0,1,0.03,5,6,0.277,0
0,0,0,0.24,6,4,0.917,1
0,0,0,0.26,12,9,0.913,1
9,1,1,0.32,5,9,0.195,0
0,0,0,0.19,6,2,0.845,1
0,0,0,0.33,12,7,0.806,1
7,1,1,0.3,4,9,0.219,0
7,0,1,0.03,9,9,0.056,0
0,0,0,0.03,9,5,0.929,1
0,0,0,0.26,1,3,0.949,1
2,0,1,0.25,12,8,0.022,0
0,0,0,0.42,5,8,0.827,1
9,0,1,0.5,4,8,0.287,0
6,0,1,0.13,3,4,0.08,0
0,0,0,0.2,10,6,0.843,1
0,0,0,0.24,13,4,0.858,1
3,0,1,0.34,14,2,0.084,0
3,0,1,0.25,13,5,0.044,0
0,0,0,0.1,13,3,0.841,1
3,1,1,0.14,8,4,0.051,0
0,0,0,0.21,2,6,0.736,1
0,0,0,0.27,2,1,0.762,1
0,0,0,0.39,1,3,0.719,1
0,0,0,0.4,5,9,0.855,1
0,0,0,0.34,9,7,0.855,1
0,0,0,0.19,2,3,0.716,1
0,0,0,0.53,14,2,0.753,1
10,0,1,0.38,13,2,0.287,0
0,0,0,0.37,9,3,0.724,1
0,0,0,0.54,4,8,0.788,1
0,0,0,0.46,6,3,0.727,1
0,0,0,0.25,4,2,0.974,1
9,0,1,0.66,6,2,0.279,0
0,0,0,0.13,7,1,0.714,1
0,0,0,0.05,10,9,0.919,1
10,0,1,0.08,5,3,0.126,0
5,0,1,0.11,1,7,0.178,0
10,0,1,0.14,2,5,0.293,0
0,0,0,0.09,9,5,0.978,1
8,0,1,0.53,5,9,0.292,0
10,0,1,0.07,2,3,0.069,0
7,0,1,0.46,11,1,0.21,0
0,0,0,0.51,2,2,0.875,1
6,0,1,0.65,1,3,0.028,0
0,0,0,0.61,10,1,0.772,1
0,0,0,0.21,12,9,0.787,1
10,0,1,0.34,11,1,0.146,0
0,0,0,0.08,8,8,0.731,1
0,0,0,0.12,5,9,0.939,1
0,0,0,0.35,11,1,0.768,1
10,0,1,0.32,6,8,0.125,0
2,0,1,0.36,4,9,0.204,0
0,0,0,0.24,13,2,0.907,1
10,1,1,0.23,2,9,0.222,0
10,0,1,0.05,4,1,0.222,0
3,0,1,0.08,14,6,0.177,0
0,0,0,0.31,2,5,0.838,1
0,0,0,0.32,6,1,0.968,1
0,0,0,0.62,8,6,0.831,1
0,0,0,0.66,10,5,0.876,1
0,0,0,0.3,6,1,0.856,1
7,0,1,0.44,13,8,0.196,0
0,0,0,0.46,5,8,0.794,1
3,0,1,0.15,7,7,0.06,0
0,0,0,0.28,5,2,0.879,1
7,0,1,0.07,3,7,0.29,0
0,0,0,0.17,12,8,0.799,1
7,0,1,0.22,2,1,0.242,0
0,0,0,0.47,9,1,0.705,1
0,0,0,0.58,1,3,0.824,1
3,1,1,0.25,3,5,0.153,0
9,1,1,0.41,12,5,0.272,0
0,0,0,0.47,4,4,0.892,1
2,0,1,0.23,12,2,0.098,0
2,1,1,0.03,7,9,0.266,0
2,0,1,0.6,2,6,0.023,0
3,0,1,0.42,2,8,0.263,0
7,0,1,0.04,13,2,0.241,0
6,0,1,0.26,12,3,0.217,0
7,0,1,0.2,13,7,0.189,0
0,0,0,0.15,10,6,0.804,1
4,0,1,0.13,5,5,0.277,0
0,0,0,0.38,9,9,0.855,1
9,0,1,0.44,7,4,0.086,0
5,0,1,0.66,3,3,0.191,0
6,0,1,0.49,3,9,0.238,0
7,1,1,0.27,3,1,0.162,0
0,0,0,0.08,9,4,0.959,1
2,0,1,0.61,13,4,0.089,0
3,0,1,0.31,1,1,0.113,0
6,1,1,0.15,8,3,0.143,0
10,0,1,0.52,5,8,0.147,0
10,0,1,0.59,1,8,0.035,0
10,0,1,0.47,4,7,0.126,0
7,0,1,0.2,5,3,0.046,0
0,0,0,0.24,12,2,0.799,1
0,0,0,0.63,11,5,0.725,1
6,0,1,0.23,4,3,0.11,0
0,0,0,0.09,10,1,0.861,1
10,1,1,0.58,9,1,0.275,0
7,1,1,0.17,5,7,0.067,0
4,0,1,0.17,8,8,0.247,0
0,0,0,0.36,9,2,0.952,1
5,0,1,0.04,5,1,0.213,0
3,1,1,0.69,14,8,0.086,0
0,0,0,0.08,10,5,0.831,1
0,0,0,0.1,9,5,0.853,1
9,0,1,0.32,8,9,0.117,0
3,1,1,0.26,2,9,0.244,0
0,0,0,0.43,7,3,0.827,1
0,0,0,0.47,9,4,0.856,1
4,0,1,0.24,8,1,0.294,0
9,1,1,0.16,9,8,0.052,0
0,0,0,0.37,4,6,0.973,1
0,0,0,0.31,12,3,0.75,1
8,0,1,0.26,9,2,0.153,0
5,1,1,0.52,8,9,0.255,0
0,0,0,0.34,12,1,0.748,1
6,0,1,0.63,8,6,0.108,0
0,0,0,0.31,12,5,0.759,1
0,0,0,0.44,1,5,0.978,1
0,0,0,0.13,8,8,0.862,1
0,0,0,0.62,14,6,0.755,1
3,0,1,0.62,9,8,0.203,0
6,0,1,0.09,14,6,0.036,0
0,0,0,0.27,6,4,0.761,1
9,0,1,0.09,13,4,0.186,0
0,0,0,0.32,5,2,0.756,1
0,0,0,0.37,7,3,0.909,1
9,1,1,0.16,5,7,0.263,0
8,0,1,0.28,2,4,0.249,0
3,0,1,0.23,6,8,0.044,0
0,0,0,0.37,13,9,0.948,1
0,0,0,0.29,8,7,0.705,1
4,0,1,0.16,4,6,0.036,0
5,0,1,0.27,9,5,0.108,0
0,0,0,0.18,6,2,0.814,1
0,0,0,0.32,5,1,0.738,1
0,0,0,0.53,4,5,0.731,1
0,0,0,0.13,2,9,0.743,1
0,0,0,0.12,9,3,0.961,1
0,0,0,0.08,14,7,0.881,1
0,0,0,0.14,1,4,0.767,1
0,0,0,0.11,13,8,0.772,1
5,0,1,0.67,11,7,0.076,0
0,0,0,0.58,10,3,0.763,1
7,0,1,0.34,10,6,0.083,0
5,0,1,0.32,5,8,0.025,0
0,0,0,0.2,10,5,0.862,1
0,0,0,0.26,4,6,0.936,1
0,0,0,0.4,7,4,0.956,1
3,0,1,0.23,11,2,0.164,0
0,0,0,0.06,1,8,0.861,1
